Store No,Store Name,Address,formatted_address_google,location_lat,location_lng,Coordinate
398,FamilyMart S2-3-L11 Departure Level Public Concourse (Landside) KLIA2 64000 Sepang Selangor,"S2-3-L11, Departure Level, Public Concourse (Landside), KLIA2, 64000 Sepang, Selangor","KLIA2, 43900, Selangor, Malaysia",2.744636,101.68588,"2.744636, 101.68588"
401,FamilyMart Caltex AMJ Paya Rumput,"No. 17, Jalan Inang 4, Taman Paya Rumput Utama, Taman Seri Paya Rumput, 76450 Malacca.","5062, Lebuh AMJ, Taman Seri Paya Rumput, 76450 Melaka, Malaysia",2.3006364,102.2160995,"2.3006364, 102.2160995"
402,FamilyMart Caltex Mayang Permai,"A portion of Stesen Minyak Mayang Pasir Permai, No. 23, Jalan Tengah, Bayan Baru, Mukim 12, 11950 Bayan Lepas, Pulau Pinang.","23, Jalan Tengah, Bayan Baru, 11950 Bayan Lepas, Pulau Pinang, Malaysia",5.3197696,100.2844424,"5.3197696, 100.2844424"
403,FamilyMart Caltex Krubong,"A portion of Lot PT 12724 Mukim Krubong, Melaka Tengah,75260 Melaka.","A portion of Lot, PT 12724, Mukim, 75260 Krubong, Melaka, Malaysia",2.2972546,102.2483136,"2.2972546, 102.2483136"
405,FamilyMart Jerai Plaza,"Lot No. M1, 31, 32 & 33, Jerai Plaza, No. 1, Taman Jerai Maju 1, 08300 Gurun, Kedah.","Lot No. M1, 31, 32 & 33, Jerai Plaza, No. 1, 1, Taman Jerai Maju, 08300 Gurun, Kedah, Malaysia",5.8171089,100.4827659,"5.8171089, 100.4827659"
406,FamilyMart Taman Sri Serdang,"11, Jalan 18/33A, Taman Sri Serdang, 43300 Seri Kembangan, Selangor.","11, Jln 18/33A, Taman Sri Serdang, 43300 Seri Kembangan, Selangor, Malaysia",3.008462,101.7144034,"3.008462, 101.7144034"
408,FamilyMart IM8,"B 138 & B 140 (Ground Floor), Lorong IM 8/33, Jalan Sungai Lembing, Bandar Indera Mahkota 8, 25200 Kuantan, Pahang  Darul Makmur","B 138 & B 140 (Ground Floor), Lorong IM 8, 8, 33, Jalan Sungai Lembing, Bandar Indera Mahkota, 25200 Kuantan, Pahang, Malaysia",3.8265751,103.3031414,"3.8265751, 103.3031414"
409,FamilyMart Riverfront Kuantan,"Bangunan Lama MPK, Majlis, Jalan Tanah Putih, 25100 Kuantan, Pahang","Bangunan Lama MPK, Majlis, Jalan Tanah Putih, Tanah Putih, 25100 Kuantan, Pahang, Malaysia",3.7985071,103.3218395,"3.7985071, 103.3218395"
410,FamilyMart Bandar Country Homes,"No. G-15, Avia Plus, Jalan Desa Utama, Bandar Country Homes, 48000 Rawang, Selangor.","No. G-15, Avia Plus, Jalan Desa Utama, Bandar Country Homes, 48000 Rawang, Selangor, Malaysia",3.3235412,101.5266341,"3.3235412, 101.5266341"
412,FamilyMart Petron Genting Permai,"Part of Petron Genting Permai, Lot 21078, Jalan Permai 2, Genting Permai Avenue Bentong, 69000 Genting Highlands, Pahang.","Lot 21078, Jalan Permai 2, Genting Permai Avenue, 69000 Genting Highlands, Pahang, Malaysia",3.387187,101.7736926,"3.387187, 101.7736926"
413,FamilyMart Rembau,"No. 9-G (Ground Floor), Jalan RS 1, Rembau Sentral, 71309 Pekan Rembau, Negeri Sembilan.","No. 9-G (Ground Floor, Jalan RS 1, Rembau Sentral, 71309 Pekan, Negeri Sembilan, Malaysia",2.5885288,102.0988065,"2.5885288, 102.0988065"
414,FamilyMart Caltex Kuantan Bypass,"Kampung Batu Tujuh, 25150 Kuantan, Pahang.","Kampung Batu Tujuh, 25150 Kuantan, Pahang, Malaysia",3.7934177,103.2483684,"3.7934177, 103.2483684"
416,FamilyMart Sendayan,"No. 21, Ground Floor Persiaran Metro Park, Bandar Sri Sendayan, 71950, N9","No 21, Ground Floor, Persiaran Metro Park, Bandar Sri Sendayan, 71950 Seremban, Negeri Sembilan, Malaysia",2.6876583,101.848211,"2.6876583, 101.848211"
420,FamilyMart Radia,"G-23(i), Komersial Radia, Persiaran Tebar Layar, Bukit Jelutong, 40150 Shah Alam, Selangor","G-23, Radia Commercial, Persiaran Arked, Bukit Jelutong, 40150 Shah Alam, Selangor, Malaysia",3.1015497,101.5355576,"3.1015497, 101.5355576"
9999,FamilyMart Subang SS15,"No.20, Jalan SS15/8, 47500 Subang Jaya, Selangor","20, Jalan SS 15/8, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",3.0753576,101.5905182,"3.0753576, 101.5905182"
